Date,Adj Close
2012-01-03 00:00:00+01:00,3245.39990234375
2012-01-04 00:00:00+01:00,3193.64990234375
2012-01-05 00:00:00+01:00,3144.909912109375
2012-01-06 00:00:00+01:00,3137.360107421875
2012-01-09 00:00:00+01:00,3127.68994140625
2012-01-10 00:00:00+01:00,3210.7900390625
2012-01-11 00:00:00+01:00,3204.830078125
2012-01-12 00:00:00+01:00,3199.97998046875
2012-01-13 00:00:00+01:00,3196.489990234375
2012-01-16 00:00:00+01:00,3225.0
2012-01-17 00:00:00+01:00,3269.989990234375
2012-01-18 00:00:00+01:00,3264.929931640625
2012-01-19 00:00:00+01:00,3328.93994140625
2012-01-20 00:00:00+01:00,3321.5
2012-01-23 00:00:00+01:00,3338.419921875
2012-01-24 00:00:00+01:00,3322.64990234375
2012-01-25 00:00:00+01:00,3312.47998046875
2012-01-26 00:00:00+01:00,3363.22998046875
2012-01-27 00:00:00+01:00,3318.760009765625
2012-01-30 00:00:00+01:00,3265.639892578125
2012-01-31 00:00:00+01:00,3298.550048828125
2012-02-01 00:00:00+01:00,3367.4599609375
2012-02-02 00:00:00+01:00,3376.659912109375
2012-02-03 00:00:00+01:00,3427.919921875
2012-02-06 00:00:00+01:00,3405.27001953125
2012-02-07 00:00:00+01:00,3411.5400390625
2012-02-08 00:00:00+01:00,3410.0
2012-02-09 00:00:00+01:00,3424.7099609375
2012-02-10 00:00:00+01:00,3373.139892578125
2012-02-13 00:00:00+01:00,3384.550048828125
2012-02-14 00:00:00+01:00,3375.639892578125
2012-02-15 00:00:00+01:00,3390.35009765625
2012-02-16 00:00:00+01:00,3393.25
2012-02-17 00:00:00+01:00,3439.6201171875
2012-02-20 00:00:00+01:00,3472.5400390625
2012-02-21 00:00:00+01:00,3465.239990234375
2012-02-22 00:00:00+01:00,3447.3701171875
2012-02-23 00:00:00+01:00,3447.31005859375
2012-02-24 00:00:00+01:00,3467.030029296875
2012-02-27 00:00:00+01:00,3441.449951171875
2012-02-28 00:00:00+01:00,3453.989990234375
2012-02-29 00:00:00+01:00,3452.449951171875
2012-03-01 00:00:00+01:00,3499.72998046875
2012-03-02 00:00:00+01:00,3501.169921875
2012-03-05 00:00:00+01:00,3487.5400390625
2012-03-06 00:00:00+01:00,3362.56005859375
2012-03-07 00:00:00+01:00,3392.330078125
2012-03-08 00:00:00+01:00,3478.360107421875
2012-03-09 00:00:00+01:00,3487.47998046875
2012-03-12 00:00:00+01:00,3490.06005859375
2012-03-13 00:00:00+01:00,3550.159912109375
2012-03-14 00:00:00+01:00,3564.510009765625
2012-03-15 00:00:00+01:00,3580.2099609375
2012-03-16 00:00:00+01:00,3594.830078125
2012-03-19 00:00:00+01:00,3577.8798828125
2012-03-20 00:00:00+01:00,3530.830078125
2012-03-21 00:00:00+01:00,3527.3701171875
2012-03-22 00:00:00+01:00,3472.4599609375
